from,to
"Thermoanaerobacteraceae","Caldanaerobacter"
"Devosiaceae","Maritalea"
"Afipia","Afipia sp. GAS231"
"Salinibacterium","Salinibacterium sp. UTAS2018"
"Streptomyces","Streptomyces sp. S501"
"Filimonas","Filimonas lacunae"
"Vulcanisaeta","Vulcanisaeta moutnovskia"
"Bacillaceae","Gracilibacillus"
"Paenibacillus","Paenibacillus lycopersici"
"Anaerolineales","Anaerolineaceae"
"Agrobacterium","Agrobacterium tumefaciens"
"Caulobacteraceae","Brevundimonas"
"Taylorella","Taylorella equigenitalis"
"Elusimicrobium","Elusimicrobium minutum"
"Coprothermobacteria","Coprothermobacterales"
"Leifsonia","Leifsonia sp. 21MFCrub1.1"
"Thermosipho","Thermosipho sp. 1070"
"Thermosediminibacterales","Tepidanaerobacteraceae"
"Nostoc","Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'"
"Methanothermobacter","Methanothermobacter wolfeii"
"Verrucomicrobiales","Akkermansiaceae"
"Bacillus","Bacillus sp. IHB B 7164"
"Lysobacter","Lysobacter arenosi"
"Sphingopyxis","Sphingopyxis sp. OPL5"
"Sinorhizobium","Sinorhizobium americanum"
"Lactobacillus","Lactobacillus gallinarum"
"Mucilaginibacter","Mucilaginibacter ginkgonis"
"Methanocaldococcus","Methanocaldococcus jannaschii"
"Thermoanaerobacter","Thermoanaerobacter brockii"
"Tuwongella","Tuwongella immobilis"
"Sphingobacteriaceae","Pseudopedobacter"
"Campylobacter","Campylobacter volucris"
"Steroidobacteraceae","Steroidobacter"
"Rhodococcus","Rhodococcus hoagii"
"Ectothiorhodospiraceae","Acidihalobacter"
"Gammaproteobacteria","gamma proteobacterium HdN1"
"Nitrosopumilales","Nitrosopumilaceae"
"Budviciaceae","Jinshanibacter"
"Dolichospermum","Dolichospermum sp. UKL201"
"Streptomyces","Streptomyces sp. CB01881"
"Tardiphaga","Tardiphaga sp. vice352"
"Apilactobacillus","Apilactobacillus kunkeei"
"Altererythrobacter","Altererythrobacter atlanticus"
"Arcobacter","Arcobacter defluvii"
"Acidovorax","Acidovorax sp. RAC01"
"Dehalococcoidia","Dehalogenimonas"
"Agreia","Agreia sp. COWG"
"Rhodobacteraceae","Profundibacter"
"Gammaproteobacteria","endosymbiont of unidentified scaly snail isolate Monju"
"Candidatus Fermentimicrarchaeales","Candidatus Fermentimicrarchaeaceae"
"Cellulophaga","Cellulophaga algicola"
"Microcoleaceae","Microcoleus"
"Sulfitobacter","Sulfitobacter sp. THAF37"
"Micromonosporaceae","Salinispora"
"Auritidibacter","Auritidibacter sp. NML130574"
"Burkholderia","Burkholderia multivorans"
"Paraburkholderia","Paraburkholderia acidisoli"
"Methanobrevibacter","Methanobrevibacter ruminantium"
"Methanothrix","Methanothrix soehngenii"
"Thermales","Thermaceae"
"Picrophilaceae","Picrophilus"
"Staphylococcus","Staphylococcus pettenkoferi"
"Aquicella","Aquicella siphonis"
"Alteromonadales","Colwelliaceae"
"Marinobacterium","Marinobacterium sp. LSUCC0821"
"Methanobacteriaceae","Methanothermobacter"
"Sphingobium","Sphingobium sp. Cam5-1"
"Aeromicrobium","Aeromicrobium choanae"
"Haloplanus","Haloplanus rubicundus"
"Spiroplasma","Spiroplasma monobiae"
"Phycisphaerae","Phycisphaerae bacterium RAS2"
"Kushneria","Kushneria marisflavi"
"Cytobacillus","Cytobacillus kochii"
"Burkholderia","Burkholderia sp. AD24"
"Ancylobacter","Ancylobacter pratisalsi"
"Labrenzia","Labrenzia sp. THAF191b"
"Flavobacteriales","Flavobacteriaceae"
"Natrinema","Natrinema versiforme"
"Enterobacteriaceae","Kosakonia"
"Sulfolobus","Sulfolobus sp. S-194"
"Vibrionaceae","Aliivibrio"
"Actinomyces","Actinomyces oris"
"Chromohalobacter","Chromohalobacter salexigens"
"Pseudomonas","Pseudomonas otitidis"
"Halomonas","Halomonas chromatireducens"
"Bruguierivoracaceae","Sodalis"
"Marinovum","Marinovum algicola"
"Aquabacterium","Aquabacterium olei"
"Thermococcus","Thermococcus sp. IRI35c"
"Nocardioides","Nocardioides sp. JS614"
"Hymenobacter","Hymenobacter sp. TS19"
"Shewanella","Shewanella sp. YLB-06"
"Streptococcus","Streptococcus sp. oral taxon 431"
"Weeksellaceae","Epilithonimonas"
"Xanthomonadaceae","Luteimonas"
"Mycobacterium","Mycobacterium simiae"
"Comamonadaceae","Melaminivora"
"Mycolicibacterium","Mycolicibacterium phlei"
"Bacteria","candidate division Kazan bacterium GW2011_GWA1_50_15"
"Oscillospiraceae","Ruminococcaceae bacterium LBM 19010"
"Liquorilactobacillus","Liquorilactobacillus hordei"
"Erysipelotrichaceae","Longicatena"
"Stenotrophomonas","Stenotrophomonas sp. LM091"
"Deinococcus-Thermus","Deinococci"
"Aeromonas","Aeromonas simiae"
"Endozoicomonadaceae","Endozoicomonas"
"Pseudomonas","Pseudomonas thivervalensis"
"Fischerella","Fischerella sp. NIES-3754"
"Thermosynechococcus","Thermosynechococcus sp. CL-1"
"Microcoleaceae","Arthrospira"
"Serratia","Serratia sp. FDAARGOS_506"
"Alteromonadales","Idiomarinaceae"
"Ruminococcus","Ruminococcus albus"
"Nautiliales","Nitratiruptoraceae"
"Pseudomonas","Pseudomonas sp. ATCC 43928"
"Companilactobacillus","Companilactobacillus heilongjiangensis"
"Microbulbifer","Microbulbifer thermotolerans"
"Bacillus","Bacillus dafuensis"
"Acidobacteria","Vicinamibacteria"
"Paracoccus","Paracoccus sp. BM15"
"Clostridiaceae","Candidatus Arthromitus"
"Helicobacter","Helicobacter hepaticus"
"Acidithiobacillus","Acidithiobacillus ferrooxidans"
"Staphylococcaceae","Staphylococcus"
"Anaerococcus","Anaerococcus vaginalis"
"Citrobacter","Citrobacter sp. RHBSTW-00944"
"Methylophilus","Methylophilus sp. TWE2"
"Desulfosporosinus","Desulfosporosinus meridiei"
"Enterobacteriaceae","Pluralibacter"
"Bifidobacterium","Bifidobacterium actinocoloniiforme"
"Chitinophaga","Chitinophaga sp. XS-30"
"Hippea","Hippea maritima"
"Thermoproteus","Thermoproteus uzoniensis"
"Celeribacter","Celeribacter marinus"
"Desulfovibrionaceae","Lawsonia"
"Micromonospora","Micromonospora chokoriensis"
"Pseudomonas","Pseudomonas sp. R84"
"Serratia","Serratia liquefaciens"
"Pseudonocardiaceae","Actinoalloteichus"
"Streptosporangium","Streptosporangium sp. 'caverna'"
"Comamonadaceae","Diaphorobacter"
"Prevotella","Prevotella copri"
"Marinobacter","Marinobacter salarius"
"Kutzneria","Kutzneria albida"
"Methanosarcina","Methanosarcina horonobensis"
"Chryseobacterium","Chryseobacterium piperi"
"Neisseria","Neisseria elongata"
"Synechococcus","Synechococcus sp. A15-60"
"Nautiliales","Nautiliaceae"
"Nostoc","Nostoc sp. CENA543"
"Providencia","Providencia sp. 1701091"
"Coxiellaceae","Rickettsiella"
"Mariprofundus","Mariprofundus ferrinatatus"
"Pseudomonas","Pseudomonas taiwanensis"
"Pseudomonas","Pseudomonas sp. MSPm1"
"Pseudomonas","Pseudomonas monteilii"
"Komagataeibacter","Komagataeibacter nataicola"
"Pseudomonas","Pseudomonas sp. 09C 129"
"Haloarculaceae","Halorientalis"
"Ruaniaceae","Ruania"
"Aeromonas","Aeromonas caviae"
"Halalkalicoccus","Halalkalicoccus jeotgali"
"Arthrospira","Arthrospira platensis"
"Hymenobacteraceae","Hymenobacter"
"Candidatus Methylopumilus","Candidatus Methylopumilus rimovensis"
"Enterobacter","Enterobacter cloacae complex sp. FDA-CDC-AR_0164"
"Sporomusaceae","Pelosinus"
"Chromobacteriaceae","Laribacter"
"Caldicellulosiruptor","Caldicellulosiruptor bescii"
"Calditerrivibrio","Calditerrivibrio nitroreducens"
"Brevundimonas","Brevundimonas sp. 'scallop'"
"Streptomyces","Streptomyces chartreusis"
"Mycolicibacterium","Mycolicibacterium alvei"
"Curtobacterium","Curtobacterium sp. 24E2"
"Synechococcales","Synechococcaceae"
"Streptomyces","Streptomyces sp. WAC 06738"
"Chromatiaceae","Marichromatium"
"Campylobacter","Campylobacter avium"
"Cytophagales","Fulvivirgaceae"
"Chromatiaceae","Caldichromatium"
"Oxalobacteraceae","Herminiimonas"
"Bacillaceae","Radiobacillus"
"Cronobacter","Cronobacter sakazakii"
"Dickeya","Dickeya zeae"
"Nibribacter","Nibribacter ruber"
"Enterovibrio","Candidatus Enterovibrio luxaltus"
"Pyrococcus","Pyrococcus abyssi"
"Enterobacteriaceae","Metakosakonia"
"Bacillus","Bacillus sp. KH172YL63"
"Puniceicoccaceae","Coraliomargarita"
"Sphingobium","Sphingobium fuliginis"
"Sphingomonas","Sphingomonas sp. IC081"
"Mucilaginibacter","Mucilaginibacter gotjawali"
"Acidihalobacter","Acidihalobacter prosperus"
"Mycoplasma","Candidatus Mycoplasma girerdii"
"Sphingopyxis","Sphingopyxis fribergensis"
"Mycobacteriaceae","Mycolicibacillus"
"Hyphomicrobiales","Pseudorhodoplanes"
"Rhodoferax","Rhodoferax koreense"
"Candidatus Nanopelagicus","Candidatus Nanopelagicus abundans"
"Gemmataceae","Limnoglobus"
"Anaerobacillus","Anaerobacillus isosaccharinicus"
"Salmonella","Salmonella sp. SJTUF14152"
"Sphingobium","Sphingobium indicum"
"Akkermansiaceae","Akkermansiaceae bacterium"
"Thalassotalea","Thalassotalea sp. LPB0316"
"Methanomassiliicoccales","Candidatus Methanomethylophilaceae"
"Lawsonia","Lawsonia intracellularis"
"Acinetobacter","Acinetobacter nosocomialis"
"Armatimonadetes","Armatimonadetes bacterium Uphvl-Ar2"
"Bacillus","Bacillus pumilus"
"Aeromonas","Aeromonas schubertii"
"Bacteroides","Bacteroides helcogenes"
"Marinobacter","Marinobacter hydrocarbonoclasticus"
"Pseudomonas","Pseudomonas sp. S-6-2"
"Winogradskyella","Winogradskyella sp. RHA_55"
"Bryobacterales","Solibacteraceae"
"Croceibacter","Croceibacter atlanticus"
"Coprothermobacterales","Coprothermobacteraceae"
"Stanieria","Stanieria sp. NIES-3757"
"Streptomyces","Streptomyces sp. NA04227"
"Rhodococcus","Rhodococcus sp. PBTS 2"
"Streptomyces","Streptomyces hygroscopicus"
"Paenibacillus","Paenibacillus uliginis"
"Marivirga","Marivirga tractuosa"
"Lactobacillus","Lactobacillus paragasseri"
"Leptolyngbya","Leptolyngbya sp. NIES-3755"
"Bdellovibrio","Bdellovibrio sp. NC01"
"Hydrogenophaga","Hydrogenophaga sp. PBC"
"Enterococcaceae","Tetragenococcus"
"Pasteurellaceae","Glaesserella"
"Rhodococcus","Rhodococcus sp. PBTS 1"
"Pseudonocardiaceae","Actinosynnema"
"Coprococcus","Coprococcus sp. ART55/1"
"Comamonas","Comamonas aquatica"
"Aphanothecaceae","Crocosphaera"
"Ectothiorhodospiraceae","Ectothiorhodospiraceae bacterium BW-2"
"Streptomyces","Streptomyces rochei"
"Fusobacterium","Fusobacterium varium"
"Edwardsiella","Edwardsiella ictaluri"
"Candidatus Gullanella","Candidatus Gullanella endobia"
"Ottowia","Ottowia sp. oral taxon 894"
"Legionellaceae","Tatlockia"
"Aeromicrobium","Aeromicrobium erythreum"
"Corynebacterium","Corynebacterium uterequi"
"Deltaproteobacteria","Syntrophobacterales"
"Mycobacterium","Mycobacterium gordonae"
"Sulfurospirillum","Sulfurospirillum sp. ACSDCE"
"Desulfomicrobium","Desulfomicrobium baculatum"
"Flavobacterium","Flavobacterium gilvum"
"Rhizobium","Rhizobium sp. N1314"
"Pseudomonas","Pseudomonas sp. URMO17WK12:I11"
"Chelativorans","Chelativorans sp. BNC1"
"Solibacillus","Solibacillus silvestris"
"Colwelliaceae","Thalassotalea"
"Hymenobacteraceae","Rufibacter"
"Aggregatibacter","Aggregatibacter actinomycetemcomitans"
"Chryseobacterium","Chryseobacterium shandongense"
"Sphingomonadaceae","Sphingosinithalassobacter"
"Lysinibacillus","Lysinibacillus fusiformis"
"Azorhizobium","Azorhizobium caulinodans"
"Limosilactobacillus","Limosilactobacillus gastricus"
"Psychrobacter","Psychrobacter sp. YP14"
"Liberibacter","Candidatus Liberibacter africanus"
"Desulfurella","Desulfurella acetivorans"
"Nostoc","Nostoc commune"
"Methanomicrobiaceae","Methanolacinia"
"Methanothermobacter","Methanothermobacter sp. THM-1"
"Lactococcus","Lactococcus sp. LG1074"
"Dissulfurispira","Dissulfurispira thermophila"
"Kozakia","Kozakia baliensis"
"Petrotoga","Petrotoga mobilis"
"Lactobacillaceae","Weissella"
"Methanohalophilus","Methanohalophilus portucalensis"
"Mesorhizobium","Mesorhizobium amorphae"
"Campylobacter","Campylobacter concisus"
"Nocardia","Nocardia nova"
"Spirochaetaceae","Spirochaetaceae bacterium RmG30"
"Methylacidiphilales","Methylacidiphilaceae"
"Micrococcales","Dermabacteraceae"
"Candidatus Thermoplasmatota","Aciduliprofundum"
"Streptomyces","Streptomyces dengpaensis"
"Fervidicoccaceae","Fervidicoccus"
"Bacillus","Bacillus vallismortis"
"Rothia","Rothia terrae"
"Mycoplasmopsis","Mycoplasma maculosum"
"Thermobaculum","Thermobaculum terrenum"
"Sulfurimonas","Sulfurimonas autotrophica"
"Pseudomonas","Pseudomonas lurida"
"Deinococci","Thermales"
"Bartonella","Bartonella clarridgeiae"
"Methanomicrobiales","Methanomicrobiaceae"
"Nostoc","Nostoc sp. TCL240-02"
"Sulfitobacter","Sulfitobacter mediterraneus"
"Komagataeibacter","Komagataeibacter xylinus"
"Nostoc","Nostoc sp. 'Peltigera membranacea cyanobiont' N6"
"Gemella","Gemella sp. oral taxon 928"
"Micromonospora","Micromonospora auratinigra"
"Novosphingobium","Novosphingobium sp. Gsoil 351"
"Betaproteobacteria","Candidatus Accumulibacter"
"Brevibacterium","Brevibacterium aurantiacum"
"Mycoplasmopsis","Mycoplasma pulmonis"
"Archaea","Thaumarchaeota"
"Methanobacteriaceae","Methanobrevibacter"
"Chromobacterium","Chromobacterium sp. Rain0013"
"Bacillus","Bacillus cohnii"
"Vibrio","Vibrio kanaloae"
"Providencia","Providencia sp. 1701011"
"Thioalkalivibrio","Thioalkalivibrio versutus"
"Chromobacterium","Chromobacterium haemolyticum"
"Lactobacillus","Lactobacillus sp. Koumiss"
"Rhodococcus","Rhodococcus sp. PSBB066"
"Bacteria","Cyanobacteria"
"Cohnella","Cohnella sp. KS 22"
"Thermodesulfobacteriaceae","Thermodesulfobacterium"
"Myxococcus","Myxococcus hansupus"
"Bacillales","Paenibacillaceae"
"Janibacter","Janibacter limosus"
"Rhodopirellula","Rhodopirellula baltica"
"Geobacillus","Geobacillus sp. LC300"
"Staphylococcus","Staphylococcus pseudintermedius"
"Arthrobacter","Arthrobacter citreus"
"Synechococcus","Synechococcus sp. PROS-9-1"
"Planococcus","Planococcus sp. PAMC 21323"
"Paenibacillus","Paenibacillus chitinolyticus"
"Candidatus Riesia","Candidatus Riesia pthiripubis"
"Haloterrigena","Haloterrigena turkmenica"
"Elusimicrobia","Endomicrobia"
"Phocaeicola","Phocaeicola coprophilus"
"Archaea","uncultured archaeon"
"Malaciobacter","Malaciobacter halophilus"
"Treponema","Treponema brennaborense"
"Aeromonadales","Aeromonadaceae"
"Cuniculiplasmataceae","Cuniculiplasma"
"Melioribacteraceae","Melioribacter"
"Janibacter","Janibacter melonis"
"Paenibacillus","Paenibacillus sp. lzh-N1"
"Streptomyces","Streptomyces fungicidicus"
"Brachyspira","Brachyspira hyodysenteriae"
"Thermofilum","Thermofilum sp. 3507LT"
"Enterobacter","Enterobacter sp. YSU"
"Chitinophaga","Chitinophaga pinensis"
"Bartonella","Bartonella rochalimae"
"Cellvibrio","Cellvibrio japonicus"
"Candidatus Wolfebacteria","Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1"
"Colwellia","Colwellia sp. PAMC 20917"
"Acidimicrobiaceae","Acidimicrobium"
"Companilactobacillus","Companilactobacillus farciminis"
"Acholeplasma","Acholeplasma hippikon"
"Euhalothece","Euhalothece natronophila"
"Methanococcaceae","Methanothermococcus"
"Rhodobacteraceae","Rhodobacteraceae bacterium"
"Dictyoglomus","Dictyoglomus turgidum"
"Halomonas","Halomonas sp. SH5A2"
"Planctomycetaceae","Thalassoglobus"
"Synechococcus","Synechococcus sp. KORDI-100"
"Usitatibacteraceae","Usitatibacter"
"Xanthomonas","Xanthomonas albilineans"
"Sphingomonas","Sphingomonas sp. LM7"
"Fervidobacteriaceae","Thermosipho"
"Acinetobacter","Acinetobacter sp. C16S1"
"Amycolatopsis","Amycolatopsis japonica"
"Sporosarcina","Sporosarcina pasteurii"
"Halorubrum","Halorubrum sp. RHB-C"
"Candidatus Nitrotoga","Candidatus Nitrotoga sp. AM1P"
